farm_id,crop_type,county,irrigation_type,cooperative_member,farm_size_acres,years_farming_experience,num_workers_employed,rainfall_mm,soil_quality_score,market_distance_km,machinery_value_kes,fertilizer_spend_kes,pesticide_spend_kes,irrigation_maintenance_cost_kes,annual_farm_income_kes
592,Tea,Uasin Gishu,Drip,Yes,17.3,29.1,4,992.0,80.1989516140674,23.3,205272.0,29979.0,40957.0,7215.659527700074,535393.0
593,Maize,Other,None,No,1.19,13.4,1,486.0,51.91349412608869,46.0,26159.0,3409.0,1923.0,,151299.0
594,Tea,Other,Drip,No,15.5,13.4,4,707.0,40.86441499702859,7.8,196916.0,41298.0,11680.0,500.0,189295.0
595,Maize,Kiambu,Automated,Yes,6.39,11.4,3,1140.0,52.403978823732274,10.9,69744.0,25175.0,4882.0,18624.995914357656,430291.0
596,Dairy,Kiambu,Manual,Yes,2.2,13.0,0,1458.0,61.578131070278204,9.8,30151.0,5459.0,1280.0,2538.6596738123335,181812.0
597,Horticulture,Other,None,No,5.63,6.2,3,864.0,43.584663860579305,16.2,17072.0,9175.0,10498.0,,111792.0
598,Dairy,Other,Drip,No,5.81,13.7,3,721.0,54.76934293274689,37.7,57281.0,19091.0,7690.0,18242.811888506163,142752.0
599,Dairy,Meru,Manual,No,15.19,19.6,2,1231.0,57.9905388707661,4.1,105178.0,53920.0,32368.0,17129.639358322336,513874.0
600,Maize,Other,None,No,8.72,20.4,1,839.0,84.79357929276301,15.1,93041.0,23744.0,27037.0,,240414.0
601,Dairy,Kericho,Manual,Yes,4.78,13.6,2,842.0,46.20898059672791,11.0,67572.0,12234.0,7547.0,8970.31520505749,129982.0
602,Horticulture,Other,Automated,No,7.42,5.9,3,1445.0,48.42349046385013,7.9,104448.0,26679.0,10161.0,8423.382792847158,184224.0
603,Maize,Kiambu,Manual,No,3.64,7.3,0,1076.0,77.37798023053733,33.0,45127.0,9777.0,6158.0,4958.80469099235,197784.0
604,Tea,Uasin Gishu,None,Yes,14.6,35.8,3,1194.0,57.26027986107872,16.8,152066.0,54337.0,12889.0,,671413.0
605,Dairy,Nakuru,Drip,Yes,9.59,15.3,3,756.0,71.71018100056608,9.1,88369.0,39312.0,13560.0,4951.0287842173275,340228.0
606,Tea,Other,None,Yes,1.65,4.2,1,1076.0,50.610868424812644,1.0,8191.0,2779.0,1674.0,,163983.0
607,Tea,Other,None,Yes,2.77,17.2,2,630.0,32.493642376290964,5.8,23121.0,3811.0,4784.0,,227048.0
608,Coffee,Meru,Drip,No,5.35,10.8,4,782.0,96.26557459243952,5.7,5265.0,19827.0,5154.0,8106.93385951887,285537.0
609,Horticulture,Meru,None,Yes,6.39,18.1,1,800.0,38.622385736074264,5.2,42425.0,11234.0,3925.0,,270102.0
610,Maize,Uasin Gishu,None,No,8.4,12.1,3,1139.0,49.624893108493566,7.7,77908.0,36407.0,14613.0,,130067.0
611,Maize,Other,Manual,No,0.83,15.0,0,1159.0,,7.7,0.0,2907.0,862.0,6685.239522012823,289848.0
612,Maize,Other,None,Yes,6.04,42.4,1,978.0,71.957033788966,2.8,34703.0,12475.0,15939.0,,432619.0
613,Dairy,Kiambu,Manual,Yes,18.96,4.8,4,434.0,74.02391025515757,13.5,139476.0,47714.0,18631.0,1071.3826278941763,206208.0
614,Horticulture,Meru,Drip,No,5.95,14.5,3,1272.0,51.09122800829729,19.6,61975.0,29290.0,7980.0,10142.165987871353,175678.0
615,Horticulture,Meru,Drip,No,1.57,11.8,0,704.0,46.28840741052156,6.9,16360.0,4249.0,1504.0,8010.247954681513,234743.0
616,Dairy,Uasin Gishu,Automated,Yes,7.3,14.7,3,509.0,87.754434222649,57.0,27442.0,20800.0,13079.0,12968.464623236721,322010.0
617,Horticulture,Nakuru,None,Yes,3.08,45.0,0,1032.0,47.721983821010994,9.1,34017.0,10232.0,4091.0,,609204.0
618,Tea,Other,None,Yes,7.51,18.8,2,957.0,57.26106027812915,11.8,96975.0,22889.0,7060.0,,124955.0
619,Tea,Nakuru,Automated,Yes,3.74,21.5,3,689.0,61.81852551644033,1.8,0.0,12404.0,8995.0,4318.673969736655,437786.0
620,Horticulture,Other,None,Yes,3.04,16.5,0,573.0,82.76485910693881,8.6,38668.0,13030.0,6727.0,,191654.0
621,Tea,Other,Manual,No,4.68,31.4,2,1211.0,46.343251794270984,8.3,18701.0,17961.0,8615.0,3993.9644665004435,352979.0
622,Maize,Other,Drip,Yes,3.04,12.7,0,649.0,62.42250408826692,29.3,15828.0,4154.0,4703.0,5729.44108022483,155104.0
623,Horticulture,Nakuru,Automated,Yes,2.4,40.2,1,1225.0,85.00773255685584,34.4,494.0,6263.0,4246.0,11603.683928100007,857414.0
624,Coffee,Nakuru,None,Yes,5.26,19.1,0,1017.0,91.8006791060937,28.7,45863.0,25628.0,7622.0,,233036.0
625,Tea,Uasin Gishu,None,Yes,10.03,14.0,3,647.0,67.94172784475232,19.3,124020.0,34521.0,10605.0,,348518.0
626,Tea,Meru,None,No,4.23,8.9,0,956.0,75.1736147501473,35.1,30152.0,12720.0,1549.0,,175004.0
627,Tea,Kericho,Automated,No,1.55,10.7,2,636.0,57.3533385117904,3.8,15785.0,3877.0,2621.0,6112.438895495093,191699.0
628,Dairy,Kiambu,Manual,Yes,5.29,2.5,2,787.0,72.72810727168803,8.2,35559.0,19500.0,4049.0,10692.797511332517,252596.0
629,Tea,Meru,Manual,No,2.6,6.8,0,823.0,69.9656323107124,1.0,18417.0,9291.0,5415.0,9873.756369543938,207545.0
630,Tea,Nakuru,Manual,No,18.36,11.3,3,1312.0,46.111865816403466,31.5,235862.0,45991.0,28690.0,13744.77296444507,296492.0
631,Maize,Nakuru,Drip,Yes,10.36,0.8,2,1158.0,86.55903269240076,41.8,79935.0,47364.0,21440.0,9241.284693750926,161036.0
632,Dairy,Kiambu,None,Yes,1.99,4.5,0,850.0,34.728181735322835,11.8,54001.0,9544.0,777.0,,200152.0
633,Dairy,Kiambu,Automated,Yes,7.16,10.2,1,1016.0,64.332247243942,4.3,74295.0,23805.0,6968.0,2510.972496872252,2060104.0
634,Tea,Nakuru,None,Yes,16.54,8.8,3,912.0,61.63666448273267,10.4,157681.0,63334.0,8616.0,,193351.0
635,Maize,Kericho,Manual,Yes,8.35,25.0,4,872.0,31.57894922839527,8.4,136331.0,34551.0,10420.0,6281.3804241132375,357372.0
636,Maize,Nakuru,Manual,Yes,13.06,7.3,4,1427.0,43.7168148950713,15.3,82315.0,50381.0,24635.0,10906.69384242544,241019.0
637,Horticulture,Other,Manual,Yes,2.28,16.3,0,1118.0,55.61189214527372,28.3,33458.0,8409.0,4516.0,3521.4485292539966,433236.0
638,Tea,Kericho,Drip,Yes,3.24,23.6,2,864.0,34.89165905602627,19.6,30725.0,8431.0,4223.0,7301.239800911901,417973.0
639,Tea,Uasin Gishu,None,Yes,6.63,13.6,0,1163.0,77.60880437378356,11.5,47036.0,27173.0,9927.0,,198478.0
640,Tea,Other,None,No,4.08,8.6,0,1259.0,40.92901411707936,17.5,39104.0,19773.0,4129.0,,157400.0
641,Tea,Other,Manual,No,15.93,42.9,4,1034.0,69.08839727901437,25.6,129162.0,68407.0,14575.0,9356.654185090489,479591.0
642,Dairy,Nakuru,Automated,Yes,16.41,16.4,4,581.0,70.64695932927252,27.4,172774.0,31818.0,37270.0,5959.321495335108,173167.0
643,Dairy,Kiambu,Manual,Yes,13.6,23.6,3,926.0,32.77659931190718,52.7,192168.0,32084.0,14523.0,2654.4182557730587,154629.0
644,Dairy,Uasin Gishu,Manual,No,2.07,10.4,2,1033.0,36.63922696343363,12.5,23788.0,9445.0,3062.0,10084.932682331897,142311.0
645,Horticulture,Nakuru,Manual,No,7.16,11.1,3,1177.0,78.56999832574103,11.0,50847.0,35494.0,8932.0,9460.478422981509,265945.0
646,Maize,Kiambu,Automated,No,13.83,7.8,3,1013.0,49.546872022181034,12.2,137455.0,26983.0,13224.0,36866.41811117962,231551.0
647,Tea,Meru,Drip,No,14.94,9.9,2,1308.0,37.149181354810935,8.5,126366.0,68794.0,15442.0,3575.9162461236674,168456.0
648,Horticulture,Uasin Gishu,Drip,No,11.84,11.7,2,802.0,72.62691992220383,6.3,101341.0,30921.0,18725.0,7653.164209473855,220345.0
649,Maize,Nakuru,Drip,No,9.23,19.3,1,692.0,61.521631963009256,35.0,71125.0,37200.0,9253.0,10817.017603647708,216867.0
650,Coffee,Kiambu,Manual,No,8.59,4.2,2,1043.0,83.44677504456133,2.7,94494.0,23312.0,2080.0,6543.935815039176,211000.0
651,Maize,Kericho,None,Yes,1.59,14.2,2,1084.0,74.42837105545486,12.5,21611.0,4788.0,2901.0,,219814.0
652,Maize,Nakuru,Automated,No,12.87,4.7,2,1014.0,26.84457097803655,2.4,77130.0,48820.0,21462.0,10069.229371066294,274850.0
653,Horticulture,Kericho,Automated,No,7.6,9.1,4,1129.0,76.1241730384807,14.0,62710.0,12109.0,10001.0,6350.372857703529,545594.0
654,Horticulture,Kiambu,Drip,Yes,19.88,5.3,4,754.0,83.22223623532344,26.6,132745.0,49468.0,30431.0,7532.917509644043,267150.0
655,Maize,Meru,Automated,No,21.29,34.8,5,1018.0,73.02479532096832,10.8,155354.0,60935.0,21250.0,8291.640774006064,748190.0
656,Dairy,Other,Drip,No,3.75,21.0,0,1209.0,47.02202261998599,18.0,26875.0,10911.0,6238.0,6908.90483041708,248206.0
657,Dairy,Nakuru,None,No,4.58,9.9,2,1160.0,46.624198610316654,19.4,22950.0,13246.0,7621.0,,103039.0
658,Maize,Nakuru,None,Yes,7.63,8.8,1,951.0,81.24056835449318,68.5,8983.0,41776.0,13232.0,,140641.0
659,Maize,Meru,Manual,No,2.1,12.8,0,947.0,62.75946151528732,19.3,18403.0,4354.0,2239.0,6432.923407987158,149029.0
660,Tea,Kiambu,Drip,Yes,10.95,8.1,2,686.0,5.449076795255053,54.8,99555.0,27910.0,18969.0,20955.350108115323,130645.0
661,Coffee,Nakuru,Manual,No,9.74,15.8,1,942.0,52.93992175560171,48.7,82197.0,27813.0,10311.0,11290.62876839084,250523.0
662,Maize,Meru,None,No,1.3,33.7,1,1252.0,49.51989447518168,12.3,34342.0,5189.0,1862.0,,300999.0
663,Maize,Kericho,None,Yes,12.19,10.5,3,977.0,44.540936342422604,13.0,110585.0,48625.0,12090.0,,149915.0
664,Tea,Meru,Drip,Yes,1.41,0.5,1,748.0,44.411847050607705,18.6,0.0,6314.0,1508.0,18564.752598220155,163979.0
665,Tea,Nakuru,Drip,Yes,9.16,20.0,3,1118.0,50.7668196977053,12.9,20184.0,20871.0,5769.0,9613.403047353311,384696.0
666,Dairy,Meru,Drip,No,3.45,3.5,1,1211.0,78.33941405011859,23.6,29403.0,5987.0,5180.0,3392.0843356502432,146112.0
667,Horticulture,Kiambu,None,Yes,5.9,32.2,2,1351.0,68.30719112092626,5.0,35651.0,9648.0,6617.0,,672229.0
668,Horticulture,Meru,Drip,Yes,4.52,6.7,0,909.0,39.604181102862,4.8,66014.0,16282.0,4470.0,3026.8049638620005,401876.0
669,Dairy,Uasin Gishu,Manual,Yes,5.19,4.9,3,856.0,63.56297819591991,23.2,21701.0,21521.0,8107.0,19427.432254085048,184035.0
670,Dairy,Other,Automated,Yes,4.74,14.6,1,587.0,69.70694661044644,11.5,39039.0,9038.0,6279.0,4589.736827891362,176677.0
671,Tea,Kiambu,Manual,Yes,6.02,6.5,2,1032.0,52.812942484279326,18.8,62063.0,10437.0,14568.0,20902.781658646447,166535.0
672,Coffee,Meru,Drip,No,18.91,8.1,3,868.0,46.11845210059589,30.4,208002.0,52790.0,36805.0,2973.1520824736967,152492.0
673,Maize,Meru,None,No,5.73,18.8,1,968.0,44.01433069244962,5.1,34287.0,16963.0,11741.0,,179050.0
674,Tea,Other,Manual,No,6.78,23.8,3,828.0,66.20864186459772,3.2,82016.0,12759.0,10840.0,6019.705404970399,356343.0
675,Maize,Other,Manual,No,10.46,15.1,3,1350.0,64.60811585587105,39.3,113381.0,28950.0,20052.0,12593.968352143116,186937.0
676,Maize,Kiambu,Drip,Yes,8.78,23.6,2,804.0,77.47916147976365,27.0,26811.0,21063.0,15820.0,16568.244723609136,218003.0
677,Maize,Nakuru,Drip,No,1.54,45.0,1,730.0,86.72289823598486,10.9,2514.0,6767.0,2004.0,3812.0863448554346,684356.0
678,Horticulture,Kericho,Drip,Yes,7.55,4.5,2,813.0,69.08137812010021,19.3,80983.0,24474.0,11836.0,1096.3927480165578,387562.0
679,Tea,Nakuru,None,No,9.76,27.5,1,1054.0,65.3775074934913,5.3,70864.0,23552.0,19282.0,,365344.0
680,Tea,Meru,Manual,No,6.58,3.6,2,1464.0,70.26203159456259,21.2,34407.0,7732.0,4529.0,9185.066833096245,184247.0
681,Maize,Meru,Drip,Yes,14.23,6.2,2,1111.0,41.35263367463504,12.8,138761.0,41369.0,25364.0,6503.454731215003,130325.0
682,Tea,Uasin Gishu,Manual,Yes,6.85,5.2,1,1372.0,49.34843728037734,14.9,64685.0,25366.0,9451.0,6195.241495600785,213923.0
683,Maize,Meru,Manual,Yes,7.51,13.0,2,1163.0,77.20775774395462,8.6,8978.0,25992.0,8220.0,4047.2090168652517,152118.0
684,Horticulture,Meru,None,No,6.87,16.4,2,890.0,66.46636690667212,3.8,96424.0,19179.0,14970.0,,196600.0
685,Maize,Kericho,Drip,No,5.02,2.7,3,774.0,71.40218477777174,14.0,71238.0,17650.0,7315.0,2478.34403132048,228407.0
686,Coffee,Meru,Manual,Yes,10.47,6.8,3,1145.0,36.755949810753805,8.2,125419.0,40006.0,7499.0,5194.236083215942,153120.0
687,Dairy,Other,None,Yes,7.63,8.3,0,680.0,93.61651678398383,2.6,58244.0,14160.0,6433.0,,110867.0
688,Tea,Nakuru,Automated,No,0.56,2.3,1,896.0,77.20906663756833,8.3,11547.0,1699.0,843.0,2720.151803740104,158201.0
689,Maize,Other,Drip,Yes,11.33,10.6,3,1194.0,63.937657979478416,6.8,134046.0,45235.0,16640.0,5849.264699476544,189474.0
690,Tea,Other,None,Yes,8.44,6.5,2,1020.0,55.31052751547074,1.2,110483.0,21547.0,9015.0,,124448.0
691,Dairy,Meru,Automated,No,3.39,6.2,2,1009.0,23.323498167753648,13.6,44587.0,14012.0,2800.0,8657.961967646555,194389.0
692,Coffee,Kericho,None,No,9.32,15.4,0,780.0,71.15823327601585,29.8,64563.0,22574.0,7452.0,,150937.0
693,Maize,Kericho,None,No,12.14,13.7,4,503.0,74.01210180444676,4.5,94337.0,35431.0,12996.0,,199697.0
694,Maize,Other,Automated,Yes,13.05,21.0,5,1176.0,42.34717182864108,17.8,125220.0,30791.0,25122.0,5231.616556877986,340565.0
695,Tea,Kiambu,Manual,Yes,6.67,10.3,3,1054.0,58.829912019982345,13.6,66247.0,16312.0,2857.0,8397.325760447136,187088.0
696,Tea,Other,Manual,Yes,16.31,29.5,5,1165.0,100.0,15.0,76761.0,53842.0,32692.0,7801.985197772165,629531.0
697,Tea,Other,Automated,No,9.03,16.3,4,1240.0,60.86485510961597,15.0,60084.0,25508.0,14247.0,10649.273706547401,272084.0
698,Maize,Kericho,None,Yes,2.98,19.7,2,1258.0,70.15279273495004,48.2,44080.0,9256.0,1097.0,,346479.0
699,Maize,Nakuru,None,No,3.1,15.9,4,968.0,45.27129456347866,43.4,51437.0,6639.0,1073.0,,226573.0
700,Dairy,Nakuru,Drip,Yes,14.81,5.9,5,914.0,50.94652067865307,16.4,154609.0,35741.0,26508.0,18779.698107462074,199994.0
701,Maize,Kiambu,Manual,No,12.9,8.7,3,455.0,54.35360374278024,6.4,178044.0,39974.0,20399.0,14808.74890602577,84268.0
702,Maize,Meru,Manual,Yes,16.64,12.0,4,1084.0,54.35779659460948,14.0,160217.0,48118.0,26948.0,1870.0234801779948,125518.0
703,Maize,Meru,None,No,11.34,8.8,4,900.0,64.37574267388054,13.5,113471.0,50595.0,20460.0,,167983.0
704,Horticulture,Meru,None,Yes,6.84,11.9,2,652.0,69.42247388128862,18.6,71031.0,20214.0,4567.0,,194274.0
705,Tea,Meru,Drip,Yes,16.87,2.8,4,952.0,54.96925711570064,20.4,19983.0,56449.0,16503.0,5091.60075079774,213951.0
706,Maize,Nakuru,None,No,5.37,19.5,0,1089.0,57.54993438645393,4.1,8550.0,25498.0,10134.0,,159014.0
707,Maize,Uasin Gishu,Manual,No,5.53,13.3,1,994.0,34.61192141832816,11.2,73338.0,12352.0,6958.0,17134.29086472229,259658.0
708,Horticulture,Kericho,None,Yes,9.59,22.7,4,1077.0,85.7801984591774,14.7,58457.0,40870.0,8746.0,,362987.0
709,Horticulture,Nakuru,Manual,Yes,6.53,11.6,1,791.0,47.9471595647108,4.2,40311.0,19932.0,10069.0,14403.301619713053,303340.0
710,Coffee,Uasin Gishu,Manual,Yes,16.51,8.5,4,963.0,76.97820390215306,16.7,217702.0,65805.0,23515.0,18470.909002236847,326756.0
711,Coffee,Kericho,None,Yes,4.81,4.1,1,1272.0,60.791291302470896,15.0,61212.0,14335.0,5052.0,,120632.0
712,Dairy,Other,Drip,No,9.73,20.2,2,1140.0,63.27489218322842,14.2,120648.0,20658.0,12735.0,15591.390175981533,306729.0
713,Horticulture,Other,Drip,No,4.9,5.7,3,770.0,64.47856137866056,11.4,47660.0,24968.0,7001.0,9385.086171537734,188980.0
714,Tea,Other,Manual,No,10.61,8.1,1,1071.0,81.00723640945243,4.8,33050.0,54563.0,9398.0,10314.132242305208,236327.0
715,Maize,Meru,Manual,Yes,8.98,8.3,3,860.0,42.38331325940588,42.4,64161.0,33095.0,10202.0,1249.391725310299,150835.0
716,Maize,Uasin Gishu,None,Yes,14.02,23.3,2,925.0,55.97824360933799,47.0,66147.0,54788.0,17871.0,,204044.0
717,Horticulture,Kiambu,None,No,12.37,5.1,4,893.0,81.0195002097546,13.6,58538.0,47019.0,22694.0,,224061.0
718,Horticulture,Kericho,Manual,Yes,2.58,23.1,1,1029.0,91.11151597811971,16.4,44648.0,8433.0,3701.0,8024.729869542627,521513.0
719,Maize,Uasin Gishu,None,Yes,11.07,15.0,0,645.0,60.20405604121193,13.5,95440.0,48410.0,17701.0,,167431.0
720,Maize,Uasin Gishu,Drip,No,6.97,7.0,2,804.0,81.19309811266989,8.2,101932.0,23530.0,4130.0,17494.647278290213,146497.0
721,Tea,Meru,Drip,Yes,7.52,35.7,4,898.0,62.94438979942598,22.7,36528.0,19511.0,7359.0,12709.242557827178,527736.0
722,Horticulture,Meru,Drip,Yes,2.0,10.1,0,739.0,54.51551478763805,16.7,30222.0,7525.0,2573.0,11893.192298451626,220449.0
723,Coffee,Uasin Gishu,None,Yes,6.48,18.5,3,702.0,61.978355095964076,34.5,73562.0,25511.0,11661.0,,209055.0
724,Coffee,Nakuru,None,Yes,9.98,9.3,2,854.0,60.00693300181265,10.7,84431.0,44413.0,15105.0,,232743.0
725,Dairy,Other,Drip,Yes,5.6,19.6,1,1171.0,78.27486419881195,6.2,39271.0,14433.0,4448.0,3674.827440509266,272084.0
726,Dairy,Other,None,Yes,12.92,13.6,3,823.0,68.61506986261166,34.3,68186.0,54094.0,19039.0,,82718.0
727,Horticulture,Kericho,Manual,Yes,5.29,19.0,4,733.0,44.07939864600804,11.8,64904.0,11830.0,13751.0,2465.6771611541076,249793.0
728,Maize,Kericho,Automated,Yes,6.65,5.6,3,668.0,46.28307373720213,9.9,72204.0,24179.0,12203.0,21892.894030622974,322663.0
729,Coffee,Kiambu,Manual,Yes,6.23,9.5,0,827.0,86.24823694412748,44.8,61774.0,15405.0,4837.0,18192.072130427834,237537.0
730,Horticulture,Nakuru,Manual,No,4.05,16.5,1,858.0,100.0,10.2,29663.0,14941.0,6385.0,11230.521354567467,458527.0
731,Dairy,Nakuru,Manual,No,20.45,18.6,6,1234.0,75.63966769204653,5.3,166702.0,55101.0,24692.0,14496.666410909818,270655.0
732,Coffee,Nakuru,Manual,Yes,4.12,24.2,1,821.0,72.11733532235256,7.9,31681.0,9386.0,4150.0,7601.960994525521,490096.0
733,Horticulture,Other,None,Yes,3.12,20.4,1,823.0,52.8322381047537,26.9,50783.0,4916.0,4818.0,,135532.0
734,Maize,Other,Automated,Yes,6.14,15.9,2,827.0,47.86519703878383,13.3,53172.0,21970.0,12233.0,4872.947977562522,388412.0
735,Dairy,Other,Drip,No,5.71,18.7,1,875.0,56.15565003315878,33.3,46079.0,13517.0,12023.0,11024.948280911081,148905.0
736,Maize,Kiambu,Manual,Yes,1.7,12.4,0,1091.0,78.38244081798089,2.0,25833.0,3823.0,2747.0,3716.5851626336016,253328.0
737,Tea,Other,Manual,Yes,5.47,15.1,2,905.0,46.94257010449341,3.5,46946.0,18526.0,10828.0,6535.843300386347,310013.0
738,Dairy,Nakuru,None,Yes,6.06,20.3,2,882.0,69.30568887058296,24.5,46740.0,29984.0,4089.0,,523788.0
739,Maize,Other,None,No,9.33,14.4,1,884.0,60.781127536544496,19.9,46655.0,25373.0,11363.0,,165058.0
740,Horticulture,Kericho,Drip,Yes,10.39,11.2,3,793.0,72.65058460348914,12.6,86810.0,39982.0,11595.0,26733.543308368466,322611.0
741,Maize,Kericho,Manual,No,9.62,6.0,3,599.0,63.46513076045956,12.2,104793.0,38849.0,11915.0,4219.577383395226,261405.0
742,Maize,Kericho,Manual,Yes,4.18,24.6,2,1042.0,53.855936746990565,24.6,37573.0,5449.0,4698.0,5359.18744447331,266212.0
743,Horticulture,Kiambu,Automated,No,3.51,24.7,3,991.0,61.27435426802231,32.2,13768.0,10833.0,4310.0,18478.788035567854,571038.0
744,Horticulture,Kiambu,None,No,5.41,8.4,2,1136.0,49.33678318631519,16.2,66345.0,20069.0,11146.0,,201761.0
745,Horticulture,Meru,Drip,Yes,5.47,12.4,0,389.0,43.475608214523334,14.2,36591.0,15440.0,11429.0,11840.211589279323,421531.0
746,Horticulture,Other,None,Yes,6.94,22.3,3,680.0,63.91044106704477,12.2,84706.0,18830.0,13112.0,,119217.0
747,Horticulture,Nakuru,Drip,No,9.58,9.0,3,789.0,58.16420193156434,19.4,66877.0,35498.0,16835.0,11810.973350173213,256702.0
748,Coffee,Kiambu,Drip,Yes,3.92,15.1,2,1270.0,79.15002383030964,6.9,50073.0,13137.0,6272.0,5513.544153617711,523123.0
749,Tea,Other,Manual,Yes,11.09,7.5,3,346.0,75.90770727112988,10.0,98559.0,42633.0,5136.0,5206.313366354072,152876.0
750,Dairy,Nakuru,Manual,No,4.36,25.7,0,934.0,58.349496638843,7.3,51795.0,12581.0,3539.0,22462.379026789615,394573.0
751,Horticulture,Kericho,None,No,4.01,15.8,0,1238.0,38.51984940626083,18.7,37484.0,12185.0,8067.0,,179928.0
752,Maize,Kericho,Drip,No,5.3,4.7,2,957.0,58.52288543913362,34.2,57510.0,23541.0,5998.0,5403.599357763577,191355.0
753,Dairy,Other,Drip,No,7.04,8.1,2,801.0,54.728077386730334,4.8,55008.0,22863.0,4780.0,8417.461814177483,206220.0
754,Maize,Other,Manual,Yes,10.23,12.1,3,659.0,55.45406056223852,11.1,52106.0,40464.0,6221.0,13231.213503691986,203677.0
755,Horticulture,Other,Automated,No,4.82,24.6,1,848.0,88.43487738841034,7.8,40105.0,9852.0,8295.0,19574.932856260115,294702.0
756,Tea,Nakuru,None,No,4.23,15.0,0,1039.0,69.35947694747344,8.2,31100.0,16695.0,5335.0,,292432.0
757,Maize,Kiambu,Manual,Yes,17.08,12.2,6,929.0,71.20166687955287,15.3,232785.0,63759.0,23102.0,5966.672068557044,787582.0
758,Maize,Kiambu,None,Yes,0.5,5.8,0,695.0,62.486045629938936,22.2,5426.0,1680.0,837.0,,110785.0
759,Maize,Kiambu,None,No,14.13,38.2,5,1036.0,60.70932469136802,6.8,120341.0,37807.0,21277.0,,518098.0
760,Tea,Meru,Drip,No,17.81,8.0,3,1250.0,,11.7,197110.0,34781.0,11500.0,5291.10444756004,303504.0
761,Dairy,Kiambu,None,No,14.6,13.9,4,990.0,46.34910330985885,16.9,70246.0,20450.0,21079.0,,273559.0
762,Dairy,Nakuru,None,Yes,5.62,9.2,1,801.0,75.58942081243534,23.0,64853.0,17343.0,6079.0,,141985.0
763,Tea,Meru,None,Yes,14.45,7.1,3,595.0,45.413134490440314,16.2,171373.0,25179.0,13096.0,,125400.0
764,Horticulture,Kericho,Automated,No,14.05,7.9,3,998.0,44.857834359180536,7.9,149682.0,58304.0,12688.0,30491.970647352387,484313.0
765,Tea,Meru,None,Yes,5.81,9.1,2,625.0,59.56991395453054,24.3,66632.0,20894.0,9116.0,,221236.0
766,Tea,Nakuru,Manual,No,6.58,6.0,3,1276.0,40.6291645704067,5.1,86922.0,12885.0,7454.0,1347.2749824939133,145009.0
767,Coffee,Uasin Gishu,Manual,Yes,9.32,3.4,2,780.0,52.256883437833295,21.8,57958.0,35352.0,16589.0,1733.7412584235701,219949.0
768,Horticulture,Kiambu,Manual,No,6.41,4.6,1,1468.0,38.099151008003076,3.4,21823.0,32934.0,10366.0,4839.697989322881,310388.0
769,Horticulture,Kericho,None,No,7.23,9.8,2,1114.0,97.37582446431774,5.9,72447.0,24674.0,7843.0,,396433.0
770,Maize,Other,Drip,No,5.96,27.7,3,969.0,71.67451890513944,28.9,41342.0,15927.0,8525.0,25245.147178378582,395705.0
771,Dairy,Nakuru,None,Yes,3.82,13.5,0,684.0,53.91470869716349,17.6,16467.0,8690.0,3211.0,,217789.0
772,Horticulture,Kericho,Drip,No,19.56,14.4,7,1200.0,55.58805855760809,30.9,196597.0,70583.0,22114.0,15995.86828861862,305804.0
773,Maize,Meru,Manual,Yes,3.25,30.5,0,955.0,69.70543108992042,22.0,20058.0,10628.0,3975.0,10060.910612838554,262899.0
774,Tea,Other,Drip,No,14.97,2.8,4,597.0,57.51457701747801,4.9,184756.0,35158.0,21847.0,4068.074245955472,112483.0
775,Maize,Kiambu,Drip,No,2.95,4.9,3,924.0,58.70253700496627,27.2,49797.0,9409.0,3308.0,11478.501344279903,256403.0
776,Coffee,Kiambu,None,No,8.36,8.2,1,810.0,,23.5,85198.0,27884.0,6202.0,,185765.0
777,Horticulture,Other,Drip,Yes,5.54,21.3,2,1277.0,69.23761725682402,14.6,37388.0,17749.0,6103.0,5675.782474055271,364580.0
778,Tea,Uasin Gishu,None,No,10.5,22.2,2,972.0,77.1772925592458,8.6,118657.0,28698.0,11045.0,,292599.0
779,Maize,Nakuru,None,No,7.25,8.4,4,891.0,63.02944096162519,8.8,42229.0,13405.0,6114.0,,129687.0
780,Dairy,Nakuru,Manual,Yes,1.87,31.3,0,1048.0,51.96115626942497,1.0,27241.0,3515.0,3375.0,4105.535160366713,487529.0
781,Tea,Uasin Gishu,Manual,Yes,4.1,11.0,1,752.0,73.81586290987019,23.9,65395.0,11161.0,4447.0,3746.240870402019,152053.0
782,Maize,Other,None,Yes,9.17,29.9,1,555.0,81.60620624229063,18.5,122399.0,29354.0,15344.0,,187944.0
783,Maize,Other,Manual,No,6.76,13.6,4,681.0,60.20514253031376,4.9,25205.0,25844.0,8555.0,16484.342144053764,124574.0
784,Dairy,Nakuru,Automated,Yes,17.45,2.5,3,956.0,36.923032107377644,21.1,184610.0,63696.0,25606.0,7208.986449603573,200167.0
785,Coffee,Kiambu,Automated,Yes,3.84,17.3,1,1175.0,61.96151115123534,5.9,22488.0,9812.0,2853.0,18288.736938767513,746867.0
786,Tea,Meru,None,Yes,8.83,21.1,3,910.0,86.76754246959496,50.8,47474.0,28066.0,12820.0,,169104.0
787,Tea,Nakuru,None,Yes,6.56,12.2,1,1101.0,49.12445081984849,30.9,67528.0,18084.0,8793.0,,336678.0
788,Horticulture,Meru,None,No,8.49,7.1,3,1072.0,92.15031874945628,20.5,61065.0,18255.0,8992.0,,192206.0
789,Tea,Uasin Gishu,None,No,3.34,5.3,0,789.0,81.82373071394733,18.8,25115.0,15581.0,4884.0,,126722.0
